analyte,age,method,ri_low,ri_high,ri_mid,n
HCT,61,NORMA_334f7e21,33.99,49.67,41.83,50
HCT,62,NORMA_334f7e21,35.71,53.45,44.58,38
HCT,63,NORMA_334f7e21,34.27,51.19,42.73,53
HCT,64,NORMA_334f7e21,35.93,52.36,44.15,36
HCT,65,NORMA_334f7e21,35.73,53.05,44.39,41
HCT,66,NORMA_334f7e21,34.64,51.52,43.08,36
HCT,67,NORMA_334f7e21,35.54,50.38,42.96,56
HCT,68,NORMA_334f7e21,35.02,50.2,42.61,46
HCT,69,NORMA_334f7e21,34.26,51.33,42.79,54
HCT,70,NORMA_334f7e21,33.5,51.39,42.44,51
HCT,71,NORMA_334f7e21,34.23,51.97,43.1,68
HCT,72,NORMA_334f7e21,33.45,50.89,42.17,53
HCT,73,NORMA_334f7e21,34.73,53.6,44.16,54
HCT,74,NORMA_334f7e21,33.8,51.28,42.54,39
HCT,75,NORMA_334f7e21,34.46,50.06,42.26,37
HCT,76,NORMA_334f7e21,34.16,52.09,43.12,54
HCT,77,NORMA_334f7e21,35.13,49.72,42.43,58
HCT,78,NORMA_334f7e21,34.28,50.75,42.51,56
HCT,79,NORMA_334f7e21,34.53,50.99,42.76,38
HCT,80,NORMA_334f7e21,34.45,49.97,42.21,43
HCT,81,NORMA_334f7e21,34.46,54.06,44.26,40
HCT,82,NORMA_334f7e21,34.78,50.3,42.54,36
HCT,83,NORMA_334f7e21,34.05,49.99,42.02,43
HCT,84,NORMA_334f7e21,34.63,50.22,42.42,39
HCT,85,NORMA_334f7e21,34.11,47.62,40.87,34
HCT,86,NORMA_334f7e21,34.18,51.18,42.68,34
HCT,87,NORMA_334f7e21,33.78,49.46,41.62,30
HCT,88,NORMA_334f7e21,35.34,54.72,45.03,29
HCT,89,NORMA_334f7e21,33.4,47.92,40.66,26
HGB,19,NORMA_q_age_set_co,11.95,15.29,13.62,5
HGB,20,NORMA_q_age_set_co,11.81,16.19,14.0,7
HGB,21,NORMA_q_age_set_co,11.29,15.64,13.46,6
HGB,22,NORMA_q_age_set_co,12.1,16.45,14.28,8
HGB,23,NORMA_q_age_set_co,10.56,15.2,12.88,7
HGB,24,NORMA_q_age_set_co,12.17,14.65,13.41,5
HGB,25,NORMA_q_age_set_co,11.59,15.47,13.53,6
HGB,26,NORMA_q_age_set_co,11.8,17.32,14.56,6
HGB,27,NORMA_q_age_set_co,12.21,15.2,13.71,6
HGB,28,NORMA_q_age_set_co,12.08,19.07,15.57,7
HGB,30,NORMA_q_age_set_co,12.39,16.96,14.68,5
HGB,31,NORMA_q_age_set_co,11.79,17.39,14.59,12
HGB,32,NORMA_q_age_set_co,12.42,15.77,14.09,6
HGB,33,NORMA_q_age_set_co,11.48,16.61,14.04,11
HGB,34,NORMA_q_age_set_co,11.95,15.78,13.87,9
HGB,35,NORMA_q_age_set_co,12.28,16.25,14.27,10
HGB,36,NORMA_q_age_set_co,11.95,17.13,14.54,10
HGB,37,NORMA_q_age_set_co,12.38,18.91,15.65,11
HGB,38,NORMA_q_age_set_co,11.63,17.91,14.77,5
HGB,39,NORMA_q_age_set_co,11.91,17.58,14.74,11
HGB,40,NORMA_q_age_set_co,11.55,16.03,13.79,16
HGB,41,NORMA_q_age_set_co,12.07,15.91,13.99,11
HGB,42,NORMA_q_age_set_co,11.37,14.96,13.17,17
HGB,43,NORMA_q_age_set_co,11.47,15.64,13.56,13
HGB,44,NORMA_q_age_set_co,12.17,16.2,14.18,9
HGB,45,NORMA_q_age_set_co,11.63,15.83,13.73,17
HGB,46,NORMA_q_age_set_co,11.9,17.45,14.67,15
HGB,47,NORMA_q_age_set_co,11.72,15.76,13.74,26
HGB,48,NORMA_q_age_set_co,11.58,15.88,13.73,24
HGB,49,NORMA_q_age_set_co,11.36,15.52,13.44,24
HGB,50,NORMA_q_age_set_co,11.54,16.22,13.88,29
HGB,51,NORMA_q_age_set_co,12.06,17.41,14.73,36
HGB,52,NORMA_q_age_set_co,11.92,16.92,14.42,38
HGB,53,NORMA_q_age_set_co,11.94,17.16,14.55,28
HGB,54,NORMA_q_age_set_co,11.56,15.78,13.67,38
HGB,55,NORMA_q_age_set_co,12.06,17.42,14.74,32
HGB,56,NORMA_q_age_set_co,11.87,17.34,14.61,34
HGB,57,NORMA_q_age_set_co,11.76,16.37,14.07,40
HGB,58,NORMA_q_age_set_co,12.25,17.64,14.95,35
HGB,59,NORMA_q_age_set_co,11.58,16.18,13.88,37
HGB,60,NORMA_q_age_set_co,11.71,16.23,13.97,35
HGB,61,NORMA_q_age_set_co,11.66,16.19,13.92,55
HGB,62,NORMA_q_age_set_co,12.08,16.89,14.48,45
HGB,63,NORMA_q_age_set_co,11.39,16.62,14.01,56
HGB,64,NORMA_q_age_set_co,11.24,15.97,13.6,46
HGB,65,NORMA_q_age_set_co,11.42,16.32,13.87,46
HGB,66,NORMA_q_age_set_co,11.46,15.69,13.58,41
HGB,67,NORMA_q_age_set_co,11.75,17.19,14.47,61
HGB,68,NORMA_q_age_set_co,11.6,16.16,13.88,56
HGB,69,NORMA_q_age_set_co,11.41,16.45,13.93,63
HGB,70,NORMA_q_age_set_co,11.59,16.63,14.11,58
HGB,71,NORMA_q_age_set_co,11.46,15.73,13.6,48
HGB,72,NORMA_q_age_set_co,11.51,17.02,14.26,53
HGB,73,NORMA_q_age_set_co,11.68,16.78,14.23,45
HGB,74,NORMA_q_age_set_co,11.69,16.52,14.1,48
HGB,75,NORMA_q_age_set_co,11.41,15.98,13.69,41
HGB,76,NORMA_q_age_set_co,10.64,16.31,13.48,42
HGB,77,NORMA_q_age_set_co,11.61,16.87,14.24,46
HGB,78,NORMA_q_age_set_co,11.36,15.73,13.54,49
HGB,79,NORMA_q_age_set_co,11.36,15.42,13.39,45
HGB,80,NORMA_q_age_set_co,11.21,16.31,13.76,42
HGB,81,NORMA_q_age_set_co,11.02,15.46,13.24,41
HGB,82,NORMA_q_age_set_co,11.78,16.39,14.08,51
HGB,83,NORMA_q_age_set_co,11.25,14.82,13.04,37
HGB,84,NORMA_q_age_set_co,11.35,15.2,13.28,45
HGB,85,NORMA_q_age_set_co,11.78,15.95,13.86,38
HGB,86,NORMA_q_age_set_co,11.29,14.53,12.91,20
HGB,87,NORMA_q_age_set_co,11.17,15.3,13.24,23
HGB,88,NORMA_q_age_set_co,11.38,16.42,13.9,20
HGB,89,NORMA_q_age_set_co,11.38,14.72,13.05,24
HGB,19,NORMA,11.61,15.23,13.42,5
HGB,20,NORMA,11.34,17.6,14.47,7
HGB,21,NORMA,10.94,16.46,13.7,6
HGB,22,NORMA,11.7,16.33,14.02,8
HGB,23,NORMA,10.14,14.72,12.43,7
HGB,24,NORMA,11.93,14.96,13.45,5
HGB,25,NORMA,11.35,17.77,14.56,6
HGB,26,NORMA,11.21,17.13,14.17,6
HGB,27,NORMA,11.88,15.31,13.59,6
HGB,28,NORMA,11.35,19.47,15.41,7
HGB,30,NORMA,12.08,18.16,15.12,5
HGB,31,NORMA,11.2,17.27,14.24,12
HGB,32,NORMA,11.98,16.16,14.07,6
HGB,33,NORMA,10.9,16.08,13.49,11
HGB,34,NORMA,11.45,15.88,13.66,9
HGB,35,NORMA,11.88,16.18,14.03,10
HGB,36,NORMA,11.46,17.11,14.29,10
HGB,37,NORMA,11.85,20.13,15.99,11
HGB,38,NORMA,11.1,19.3,15.2,5
HGB,39,NORMA,11.46,17.77,14.62,11
HGB,40,NORMA,11.2,16.94,14.07,16
HGB,41,NORMA,11.72,15.59,13.65,11
HGB,42,NORMA,11.16,15.56,13.36,17
HGB,43,NORMA,11.1,16.22,13.66,13
HGB,44,NORMA,11.92,16.01,13.96,9
HGB,45,NORMA,11.44,16.11,13.77,17
HGB,46,NORMA,11.45,17.96,14.7,15
HGB,47,NORMA,11.48,16.54,14.01,26
HGB,48,NORMA,11.15,16.7,13.93,24
HGB,49,NORMA,11.09,15.79,13.44,24
HGB,50,NORMA,11.16,16.48,13.82,29
HGB,51,NORMA,11.52,17.8,14.66,36
HGB,52,NORMA,11.58,17.21,14.39,38
HGB,53,NORMA,11.51,17.33,14.42,28
HGB,54,NORMA,11.22,16.34,13.78,38
HGB,55,NORMA,11.69,17.65,14.67,32
HGB,56,NORMA,11.43,17.79,14.61,34
HGB,57,NORMA,11.35,16.81,14.08,40
HGB,58,NORMA,11.73,17.65,14.69,35
HGB,59,NORMA,11.29,16.78,14.03,37
HGB,60,NORMA,11.48,17.02,14.25,35
HGB,61,NORMA,11.37,16.88,14.12,55
HGB,62,NORMA,11.75,18.02,14.88,45
HGB,63,NORMA,11.05,16.63,13.84,56
HGB,64,NORMA,11.0,16.63,13.81,46
HGB,65,NORMA,11.09,16.44,13.77,46
HGB,66,NORMA,11.23,16.24,13.73,41
HGB,67,NORMA,11.45,17.29,14.37,61
HGB,68,NORMA,11.38,16.47,13.93,56
HGB,69,NORMA,11.1,17.15,14.12,63
HGB,70,NORMA,11.13,16.78,13.96,58
HGB,71,NORMA,11.16,16.12,13.64,48
HGB,72,NORMA,11.07,17.79,14.43,53
HGB,73,NORMA,11.34,17.8,14.57,45
HGB,74,NORMA,11.32,17.72,14.52,48
HGB,75,NORMA,11.03,16.03,13.53,41
HGB,76,NORMA,10.55,16.94,13.74,42
HGB,77,NORMA,11.2,17.15,14.17,46
HGB,78,NORMA,11.04,16.43,13.74,49
HGB,79,NORMA,11.08,15.97,13.52,45
HGB,80,NORMA,10.78,16.07,13.43,42
HGB,81,NORMA,10.58,16.16,13.37,41
HGB,82,NORMA,11.35,16.93,14.14,51
HGB,83,NORMA,10.98,16.14,13.56,37
HGB,84,NORMA,11.01,16.17,13.59,45
HGB,85,NORMA,11.42,16.45,13.94,38
HGB,86,NORMA,10.99,15.36,13.18,20
HGB,87,NORMA,10.82,15.93,13.38,23
HGB,88,NORMA,10.96,17.98,14.47,20
HGB,89,NORMA,11.14,15.91,13.53,24
HGB,19,NORMA_q_age,11.48,15.1,13.29,5
HGB,20,NORMA_q_age,11.14,17.13,14.13,7
HGB,21,NORMA_q_age,10.75,15.95,13.35,6
HGB,22,NORMA_q_age,11.57,16.45,14.01,8
HGB,23,NORMA_q_age,10.1,14.4,12.25,7
HGB,24,NORMA_q_age,11.97,14.9,13.43,5
HGB,25,NORMA_q_age,11.06,17.11,14.09,6
HGB,26,NORMA_q_age,10.98,16.4,13.69,6
HGB,27,NORMA_q_age,11.71,14.85,13.28,6
HGB,28,NORMA_q_age,11.5,19.46,15.48,7
HGB,30,NORMA_q_age,12.0,17.03,14.51,5
HGB,31,NORMA_q_age,11.16,16.31,13.73,12
HGB,32,NORMA_q_age,12.03,15.71,13.87,6
HGB,33,NORMA_q_age,10.9,15.59,13.25,11
HGB,34,NORMA_q_age,11.37,15.7,13.54,9
HGB,35,NORMA_q_age,11.71,15.59,13.65,10
HGB,36,NORMA_q_age,11.42,16.63,14.03,10
HGB,37,NORMA_q_age,11.73,19.25,15.49,11
HGB,38,NORMA_q_age,10.85,18.52,14.69,5
HGB,39,NORMA_q_age,11.6,16.72,14.16,11
HGB,40,NORMA_q_age,11.24,17.34,14.29,16
HGB,41,NORMA_q_age,11.64,15.81,13.73,11
HGB,42,NORMA_q_age,11.16,15.8,13.48,17
HGB,43,NORMA_q_age,11.07,16.42,13.74,13
HGB,44,NORMA_q_age,11.87,16.58,14.23,9
HGB,45,NORMA_q_age,11.35,16.66,14.0,17
HGB,46,NORMA_q_age,11.39,18.54,14.96,15
HGB,47,NORMA_q_age,11.51,17.47,14.49,26
HGB,48,NORMA_q_age,11.21,17.49,14.35,24
HGB,49,NORMA_q_age,11.12,16.28,13.7,24
HGB,50,NORMA_q_age,11.19,16.31,13.75,29
HGB,51,NORMA_q_age,11.56,17.76,14.66,36
HGB,52,NORMA_q_age,11.54,17.28,14.41,38
HGB,53,NORMA_q_age,11.57,17.72,14.65,28
HGB,54,NORMA_q_age,11.25,16.58,13.92,38
HGB,55,NORMA_q_age,11.7,17.63,14.67,32
HGB,56,NORMA_q_age,11.49,17.55,14.52,34
HGB,57,NORMA_q_age,11.41,16.78,14.1,40
HGB,58,NORMA_q_age,11.79,18.01,14.9,35
HGB,59,NORMA_q_age,11.32,16.66,13.99,37
HGB,60,NORMA_q_age,11.46,17.23,14.34,35
HGB,61,NORMA_q_age,11.37,17.06,14.21,55
HGB,62,NORMA_q_age,11.79,18.38,15.09,45
HGB,63,NORMA_q_age,11.09,17.03,14.06,56
HGB,64,NORMA_q_age,11.04,16.93,13.98,46
HGB,65,NORMA_q_age,11.13,16.64,13.88,46
HGB,66,NORMA_q_age,11.19,16.32,13.76,41
HGB,67,NORMA_q_age,11.49,17.34,14.42,61
HGB,68,NORMA_q_age,11.4,16.69,14.04,56
HGB,69,NORMA_q_age,11.07,17.53,14.3,63
HGB,70,NORMA_q_age,11.08,16.56,13.82,58
HGB,71,NORMA_q_age,11.09,15.66,13.38,48
HGB,72,NORMA_q_age,11.11,17.17,14.14,53
HGB,73,NORMA_q_age,11.3,17.48,14.39,45
HGB,74,NORMA_q_age,11.32,17.18,14.25,48
HGB,75,NORMA_q_age,11.03,15.85,13.44,41
HGB,76,NORMA_q_age,10.57,16.9,13.74,42
HGB,77,NORMA_q_age,11.2,16.92,14.06,46
HGB,78,NORMA_q_age,11.03,16.11,13.57,49
HGB,79,NORMA_q_age,11.07,15.79,13.43,45
HGB,80,NORMA_q_age,10.83,16.78,13.81,42
HGB,81,NORMA_q_age,10.68,16.7,13.69,41
HGB,82,NORMA_q_age,11.45,17.03,14.24,51
HGB,83,NORMA_q_age,11.03,16.61,13.82,37
HGB,84,NORMA_q_age,11.04,16.65,13.85,45
HGB,85,NORMA_q_age,11.49,16.99,14.24,38
HGB,86,NORMA_q_age,11.06,15.71,13.38,20
HGB,87,NORMA_q_age,10.87,16.38,13.62,23
HGB,88,NORMA_q_age,11.11,18.55,14.83,20
HGB,89,NORMA_q_age,11.21,16.07,13.64,24
HGB,19,NORMA_334f7e21,11.64,15.12,13.38,5
HGB,20,NORMA_334f7e21,11.44,17.19,14.32,7
HGB,21,NORMA_334f7e21,10.9,15.69,13.3,6
HGB,22,NORMA_334f7e21,11.66,16.3,13.98,8
HGB,23,NORMA_334f7e21,10.28,14.47,12.38,7
HGB,24,NORMA_334f7e21,12.01,14.98,13.5,5
HGB,25,NORMA_334f7e21,11.44,17.33,14.39,6
HGB,26,NORMA_334f7e21,11.3,16.7,14.0,6
HGB,27,NORMA_334f7e21,11.95,15.28,13.61,6
HGB,28,NORMA_334f7e21,11.64,19.56,15.6,7
HGB,30,NORMA_334f7e21,12.2,17.23,14.71,5
HGB,31,NORMA_334f7e21,11.32,16.68,14.0,12
HGB,32,NORMA_334f7e21,12.04,15.81,13.92,6
HGB,33,NORMA_334f7e21,11.09,15.89,13.49,11
HGB,34,NORMA_334f7e21,11.49,15.75,13.62,9
HGB,35,NORMA_334f7e21,11.83,15.41,13.62,10
HGB,36,NORMA_334f7e21,11.58,16.86,14.22,10
HGB,37,NORMA_334f7e21,12.04,19.29,15.67,11
HGB,38,NORMA_334f7e21,11.32,17.88,14.6,5
HGB,39,NORMA_334f7e21,11.69,17.27,14.48,11
HGB,40,NORMA_334f7e21,11.49,17.41,14.45,16
HGB,41,NORMA_334f7e21,11.81,16.03,13.92,11
HGB,42,NORMA_334f7e21,11.26,15.49,13.37,17
HGB,43,NORMA_334f7e21,11.2,16.1,13.65,13
HGB,44,NORMA_334f7e21,11.99,16.18,14.08,9
HGB,45,NORMA_334f7e21,11.6,16.45,14.02,17
HGB,46,NORMA_334f7e21,11.73,18.14,14.93,15
HGB,47,NORMA_334f7e21,11.59,16.56,14.07,26
HGB,48,NORMA_334f7e21,11.31,16.74,14.02,24
HGB,49,NORMA_334f7e21,11.21,15.96,13.58,24
HGB,50,NORMA_334f7e21,11.27,16.45,13.86,29
HGB,51,NORMA_334f7e21,11.74,17.84,14.79,36
HGB,52,NORMA_334f7e21,11.69,17.17,14.43,38
HGB,53,NORMA_334f7e21,11.7,17.33,14.51,28
HGB,54,NORMA_334f7e21,11.36,16.22,13.79,38
HGB,55,NORMA_334f7e21,11.8,17.49,14.65,32
HGB,56,NORMA_334f7e21,11.64,17.86,14.75,34
HGB,57,NORMA_334f7e21,11.49,16.73,14.11,40
HGB,58,NORMA_334f7e21,11.91,17.74,14.82,35
HGB,59,NORMA_334f7e21,11.39,16.43,13.91,37
HGB,60,NORMA_334f7e21,11.51,16.71,14.11,35
HGB,61,NORMA_334f7e21,11.46,16.87,14.16,55
HGB,62,NORMA_334f7e21,11.86,18.25,15.05,45
HGB,63,NORMA_334f7e21,11.2,17.08,14.14,56
HGB,64,NORMA_334f7e21,11.13,16.8,13.97,46
HGB,65,NORMA_334f7e21,11.24,16.64,13.94,46
HGB,66,NORMA_334f7e21,11.31,16.18,13.74,41
HGB,67,NORMA_334f7e21,11.59,17.45,14.52,61
HGB,68,NORMA_334f7e21,11.5,16.76,14.13,56
HGB,69,NORMA_334f7e21,11.21,17.44,14.32,63
HGB,70,NORMA_334f7e21,11.26,16.84,14.05,58
HGB,71,NORMA_334f7e21,11.3,16.39,13.84,48
HGB,72,NORMA_334f7e21,11.29,17.72,14.5,53
HGB,73,NORMA_334f7e21,11.47,17.76,14.62,45
HGB,74,NORMA_334f7e21,11.49,17.69,14.59,48
HGB,75,NORMA_334f7e21,11.14,15.98,13.56,41
HGB,76,NORMA_334f7e21,10.73,17.03,13.88,42
HGB,77,NORMA_334f7e21,11.38,17.4,14.39,46
HGB,78,NORMA_334f7e21,11.16,16.34,13.75,49
HGB,79,NORMA_334f7e21,11.2,15.91,13.55,45
HGB,80,NORMA_334f7e21,11.05,17.11,14.08,42
HGB,81,NORMA_334f7e21,10.83,16.78,13.8,41
HGB,82,NORMA_334f7e21,11.6,17.51,14.55,51
HGB,83,NORMA_334f7e21,11.17,16.7,13.93,37
HGB,84,NORMA_334f7e21,11.2,16.58,13.89,45
HGB,85,NORMA_334f7e21,11.66,17.26,14.46,38
HGB,86,NORMA_334f7e21,11.17,15.93,13.55,20
HGB,87,NORMA_334f7e21,11.03,16.36,13.69,23
HGB,88,NORMA_334f7e21,11.3,19.06,15.18,20
HGB,89,NORMA_334f7e21,11.34,16.33,13.84,24
K,19,NORMA_q_age_set_co,3.31,4.52,3.92,7
K,21,NORMA_q_age_set_co,3.49,4.83,4.16,6
K,22,NORMA_q_age_set_co,3.47,4.78,4.12,10
K,23,NORMA_q_age_set_co,3.68,4.87,4.27,6
K,24,NORMA_q_age_set_co,3.4,4.68,4.04,7
K,25,NORMA_q_age_set_co,3.53,4.67,4.1,9
K,26,NORMA_q_age_set_co,3.56,4.84,4.2,11
K,27,NORMA_q_age_set_co,3.45,4.62,4.04,5
K,28,NORMA_q_age_set_co,3.4,4.72,4.06,5
K,29,NORMA_q_age_set_co,3.52,4.56,4.04,8
K,30,NORMA_q_age_set_co,3.57,4.68,4.13,7
K,31,NORMA_q_age_set_co,3.5,4.78,4.14,11
K,32,NORMA_q_age_set_co,3.47,4.71,4.09,11
K,33,NORMA_q_age_set_co,3.62,4.79,4.2,14
K,34,NORMA_q_age_set_co,3.53,4.83,4.18,16
K,35,NORMA_q_age_set_co,3.52,4.69,4.11,9
K,36,NORMA_q_age_set_co,3.48,4.78,4.13,14
K,37,NORMA_q_age_set_co,3.54,4.89,4.21,14
K,38,NORMA_q_age_set_co,3.47,4.86,4.17,14
K,39,NORMA_q_age_set_co,3.51,4.87,4.19,8
K,40,NORMA_q_age_set_co,3.57,4.81,4.19,19
K,41,NORMA_q_age_set_co,3.47,4.69,4.08,7
K,42,NORMA_q_age_set_co,3.44,4.66,4.05,21
K,43,NORMA_q_age_set_co,3.51,4.69,4.1,13
K,44,NORMA_q_age_set_co,3.59,4.62,4.1,9
K,45,NORMA_q_age_set_co,3.59,4.85,4.22,25
K,46,NORMA_q_age_set_co,3.55,4.8,4.17,28
K,47,NORMA_q_age_set_co,3.47,4.73,4.1,24
K,48,NORMA_q_age_set_co,3.48,4.71,4.1,26
K,49,NORMA_q_age_set_co,3.52,4.8,4.16,25
K,50,NORMA_q_age_set_co,3.53,4.8,4.16,24
K,51,NORMA_q_age_set_co,3.57,4.87,4.22,34
K,52,NORMA_q_age_set_co,3.56,4.86,4.21,32
K,53,NORMA_q_age_set_co,3.43,4.84,4.14,25
K,54,NORMA_q_age_set_co,3.52,4.77,4.15,35
K,55,NORMA_q_age_set_co,3.52,4.72,4.12,33
K,56,NORMA_q_age_set_co,3.49,4.89,4.19,37
K,57,NORMA_q_age_set_co,3.55,4.87,4.21,40
K,58,NORMA_q_age_set_co,3.54,4.78,4.16,40
K,59,NORMA_q_age_set_co,3.48,4.74,4.11,34
K,60,NORMA_q_age_set_co,3.53,4.76,4.15,55
K,61,NORMA_q_age_set_co,3.55,4.75,4.15,45
K,62,NORMA_q_age_set_co,3.55,4.78,4.17,44
K,63,NORMA_q_age_set_co,3.51,4.79,4.15,65
K,64,NORMA_q_age_set_co,3.61,4.94,4.28,38
K,65,NORMA_q_age_set_co,3.49,4.73,4.11,50
K,66,NORMA_q_age_set_co,3.5,4.84,4.17,51
K,67,NORMA_q_age_set_co,3.52,4.9,4.21,51
K,68,NORMA_q_age_set_co,3.53,4.76,4.15,45
K,69,NORMA_q_age_set_co,3.5,4.91,4.21,42
K,70,NORMA_q_age_set_co,3.49,4.78,4.14,54
K,71,NORMA_q_age_set_co,3.48,4.84,4.16,53
K,72,NORMA_q_age_set_co,3.55,4.72,4.14,46
K,73,NORMA_q_age_set_co,3.48,4.85,4.16,49
K,74,NORMA_q_age_set_co,3.48,4.81,4.15,30
K,75,NORMA_q_age_set_co,3.61,4.79,4.2,56
K,76,NORMA_q_age_set_co,3.47,4.77,4.12,44
K,77,NORMA_q_age_set_co,3.56,4.87,4.22,61
K,78,NORMA_q_age_set_co,3.52,4.83,4.17,39
K,79,NORMA_q_age_set_co,3.55,4.82,4.19,42
K,80,NORMA_q_age_set_co,3.61,4.81,4.21,39
K,81,NORMA_q_age_set_co,3.49,4.92,4.2,42
K,82,NORMA_q_age_set_co,3.56,4.94,4.25,38
K,83,NORMA_q_age_set_co,3.51,4.8,4.15,40
K,84,NORMA_q_age_set_co,3.58,4.91,4.24,44
K,85,NORMA_q_age_set_co,3.51,4.83,4.17,35
K,86,NORMA_q_age_set_co,3.58,4.95,4.26,24
K,87,NORMA_q_age_set_co,3.53,4.88,4.2,11
K,88,NORMA_q_age_set_co,3.45,4.76,4.11,19
K,89,NORMA_q_age_set_co,3.44,4.81,4.12,20
K,19,NORMA,3.25,4.48,3.87,7
K,21,NORMA,3.41,4.91,4.16,6
K,22,NORMA,3.35,4.94,4.14,10
K,23,NORMA,3.53,4.84,4.19,6
K,24,NORMA,3.31,4.81,4.06,7
K,25,NORMA,3.43,4.64,4.03,9
K,26,NORMA,3.47,4.84,4.15,11
K,27,NORMA,3.35,4.56,3.96,5
K,28,NORMA,3.35,4.74,4.05,5
K,29,NORMA,3.44,4.65,4.04,8
K,30,NORMA,3.5,4.7,4.1,7
K,31,NORMA,3.43,4.92,4.17,11
K,32,NORMA,3.41,4.77,4.09,11
K,33,NORMA,3.53,4.83,4.18,14
K,34,NORMA,3.43,4.84,4.13,16
K,35,NORMA,3.46,4.7,4.08,9
K,36,NORMA,3.38,4.93,4.16,14
K,37,NORMA,3.46,4.88,4.17,14
K,38,NORMA,3.41,4.9,4.16,14
K,39,NORMA,3.37,4.89,4.13,8
K,40,NORMA,3.49,4.89,4.19,19
K,41,NORMA,3.42,4.7,4.06,7
K,42,NORMA,3.35,4.82,4.08,21
K,43,NORMA,3.41,4.74,4.07,13
K,44,NORMA,3.48,4.65,4.06,9
K,45,NORMA,3.5,4.93,4.21,25
K,46,NORMA,3.47,4.84,4.16,28
K,47,NORMA,3.4,4.84,4.12,24
K,48,NORMA,3.42,4.78,4.1,26
K,49,NORMA,3.44,4.87,4.15,25
K,50,NORMA,3.45,4.86,4.16,24
K,51,NORMA,3.48,4.94,4.21,34
K,52,NORMA,3.47,4.92,4.2,32
K,53,NORMA,3.32,4.81,4.06,25
K,54,NORMA,3.42,4.8,4.11,35
K,55,NORMA,3.45,4.77,4.11,33
K,56,NORMA,3.4,4.91,4.16,37
K,57,NORMA,3.47,4.93,4.2,40
K,58,NORMA,3.44,4.81,4.12,40
K,59,NORMA,3.39,4.8,4.09,34
K,60,NORMA,3.45,4.84,4.14,55
K,61,NORMA,3.47,4.78,4.13,45
K,62,NORMA,3.48,4.85,4.17,44
K,63,NORMA,3.45,4.85,4.15,65
K,64,NORMA,3.52,4.95,4.23,38
K,65,NORMA,3.43,4.81,4.12,50
K,66,NORMA,3.44,4.88,4.16,51
K,67,NORMA,3.44,4.97,4.21,51
K,68,NORMA,3.45,4.8,4.12,45
K,69,NORMA,3.39,4.94,4.17,42
K,70,NORMA,3.44,4.84,4.14,54
K,71,NORMA,3.39,4.88,4.13,53
K,72,NORMA,3.49,4.73,4.11,46
K,73,NORMA,3.4,4.87,4.14,49
K,74,NORMA,3.4,4.8,4.1,30
K,75,NORMA,3.55,4.82,4.19,56
K,76,NORMA,3.39,4.78,4.09,44
K,77,NORMA,3.48,4.91,4.19,61
K,78,NORMA,3.43,4.85,4.14,39
K,79,NORMA,3.47,4.82,4.14,42
K,80,NORMA,3.51,4.84,4.18,39
K,81,NORMA,3.39,4.92,4.15,42
K,82,NORMA,3.46,4.98,4.22,38
K,83,NORMA,3.45,4.8,4.13,40
K,84,NORMA,3.47,4.95,4.21,44
K,85,NORMA,3.4,4.82,4.11,35
K,86,NORMA,3.48,4.94,4.21,24
K,87,NORMA,3.4,4.88,4.14,11
K,88,NORMA,3.38,4.8,4.09,19
K,89,NORMA,3.36,4.77,4.07,20
K,19,NORMA_q_age,3.3,4.51,3.91,7
K,21,NORMA_q_age,3.47,4.91,4.19,6
K,22,NORMA_q_age,3.38,4.78,4.08,10
K,23,NORMA_q_age,3.59,4.97,4.28,6
K,24,NORMA_q_age,3.38,4.72,4.05,7
K,25,NORMA_q_age,3.51,4.68,4.1,9
K,26,NORMA_q_age,3.51,4.86,4.18,11
K,27,NORMA_q_age,3.43,4.58,4.0,5
K,28,NORMA_q_age,3.42,4.77,4.1,5
K,29,NORMA_q_age,3.48,4.67,4.08,8
K,30,NORMA_q_age,3.54,4.68,4.11,7
K,31,NORMA_q_age,3.49,4.89,4.19,11
K,32,NORMA_q_age,3.44,4.74,4.09,11
K,33,NORMA_q_age,3.57,4.81,4.19,14
K,34,NORMA_q_age,3.5,4.78,4.14,16
K,35,NORMA_q_age,3.46,4.72,4.09,9
K,36,NORMA_q_age,3.46,4.93,4.19,14
K,37,NORMA_q_age,3.54,4.86,4.2,14
K,38,NORMA_q_age,3.47,4.95,4.21,14
K,39,NORMA_q_age,3.43,4.86,4.15,8
K,40,NORMA_q_age,3.53,5.01,4.27,19
K,41,NORMA_q_age,3.42,4.77,4.1,7
K,42,NORMA_q_age,3.36,4.82,4.09,21
K,43,NORMA_q_age,3.44,4.77,4.11,13
K,44,NORMA_q_age,3.51,4.6,4.06,9
K,45,NORMA_q_age,3.51,4.92,4.22,25
K,46,NORMA_q_age,3.52,4.9,4.21,28
K,47,NORMA_q_age,3.43,4.88,4.15,24
K,48,NORMA_q_age,3.46,4.8,4.13,26
K,49,NORMA_q_age,3.46,4.87,4.17,25
K,50,NORMA_q_age,3.5,4.92,4.21,24
K,51,NORMA_q_age,3.5,5.0,4.25,34
K,52,NORMA_q_age,3.51,4.96,4.24,32
K,53,NORMA_q_age,3.37,4.83,4.1,25
K,54,NORMA_q_age,3.47,4.86,4.17,35
K,55,NORMA_q_age,3.48,4.83,4.16,33
K,56,NORMA_q_age,3.44,4.97,4.21,37
K,57,NORMA_q_age,3.5,4.97,4.24,40
